INSTNM,CITY,STABBR,PREDDEG,CONTROL,LOCALE,SATVRMID,SATMTMID,SATWRMID,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,NPT4_PUB,NPT4_PRIV,PCTPELL,RET_FT4,RET_FTL4,RET_PT4,RET_PTL4,PCTFLOAN,UG25abv,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,md_earn_wne_p10,gt_25k_p6
Midwestern State University,Wichita Falls,TX,3,1,12,490,505,470,21,21,21,7,993,0,5192,0.5782,0.1464,0.1458,0.031,0.0064,0.0029,0.0248,0.0547,0.0098,0.2564,9996,NULL,0.3738,0.6726,NULL,0.5556,NULL,0.5099,0.2854,23000,255.34715,0.799801784,0.422423922,NULL,38500,0.694645464
Mims Classic Beauty College,San Antonio,TX,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,53,0.3585,0.0566,0.5094,0.0755,0,0,0,0,0,0,NULL,7097,0.494,NULL,0.6875,NULL,NULL,0,0.3585,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.621926829,16400,0.403508782
Wade College,Dallas,TX,2,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,201,0.2488,0.4179,0.1443,0.0199,0.01,0,0.0149,0,0.1443,0.194,NULL,22461,0.7048,0.6923,NULL,0.5,NULL,0.9075,0.3881,28500,316.408425,0.416403785,0.470207947,NULL,26800,0.448275864
Southern Careers Institute-Austin,Austin,TX,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,316,0.1614,0.1266,0.5443,0.0095,0,0,0,0,0.1582,0,NULL,27157,0.6722,NULL,0.6106,NULL,NULL,0.6169,0.443,9498,105.4472709,0.335187761,NULL,0.427435537,20300,0.254958868
Mountain View College,Dallas,TX,2,1,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,7419,0.1181,0.2612,0.5472,0.0357,0.003,0.0003,0.0098,0.0018,0.0229,0.761,6984,NULL,0.3767,NULL,0.5891,NULL,0.4848,0.0866,0.3394,PrivacySuppressed,PrivacySuppressed,0.390186916,NULL,0.153057993,30700,0.50709486
Everest Institute-San Antonio,San Antonio,TX,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,493,0.1602,0.1339,0.57,0.0122,0.0081,0.0101,0.0467,0,0.0588,0,NULL,21868,0.7339,NULL,0.6449,NULL,NULL,0.4736,0.568,9500,105.469475,0.198014969,NULL,0.593275018,23700,0.360325724
Tint School of Makeup and Cosmetology-Irving,Irving,TX,1,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,108,0.1204,0.4167,0.3426,0,0.0463,0,0,0,0.0741,0.2037,NULL,11963,0.7342,NULL,0.6739,NULL,0.7692,0.7975,0.5463,5721,63.51482805,0.295454545,NULL,0.680522222,17200,0.287878782
Navarro College,Corsicana,TX,2,1,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,10256,0.5528,0.2275,0.1881,0.0068,0.0046,0.0028,0.0046,0.0126,0.0002,0.5663,8957,NULL,0.4539,NULL,0.5004,NULL,0.3862,0.3907,0.2783,14148,157.0718034,0.376221929,NULL,0.197242116,31100,0.492497802
Neilson Beauty College,Dallas,TX,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,51,0,0.0784,0.9216,0,0,0,0,0,0,0.7647,NULL,3632,0.6552,NULL,0.8,NULL,NULL,0,0.4902,NULL,NULL,NULL,NULL,0.9677,16500,PrivacySuppressed
Lone Star College System,The Woodlands,TX,2,1,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,56288,0.3416,0.1817,0.3466,0.0612,0.0031,0,0.0279,0,0.038,0.6533,6141,NULL,0.3544,NULL,0.6183,NULL,0.5161,0.2077,0.3201,11793,130.9264757,0.507036747,NULL,0.161664823,32900,0.540549576
North Lake College,Irving,TX,2,1,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,9319,0.263,0.2176,0.3578,0.1042,0.0044,0.0005,0.0112,0.0046,0.0367,0.7544,6822,NULL,0.2754,NULL,0.6054,NULL,0.4229,0.076,0.4082,PrivacySuppressed,PrivacySuppressed,0.509127789,NULL,0.132681392,35900,0.580099523
University of North Texas,Denton,TX,3,1,12,545,560,NULL,24,23,23,NULL,1100,0,31243,0.5114,0.1423,0.206,0.0535,0.0052,0.0012,0.0313,0.0392,0.01,0.2278,10774,NULL,0.3645,0.7503,NULL,0.625,NULL,0.5602,0.2361,20750,230.3675375,0.78355293,0.490979786,NULL,42100,0.692987323
Northeast Texas Community College,Mount Pleasant,TX,2,1,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,3020,0.5666,0.1238,0.2407,0.0046,0.002,0.0007,0.0295,0.0126,0.0195,0.6517,6421,NULL,0.5133,NULL,0.6137,NULL,0.5203,0.2322,0.276,9250,102.6939625,0.47826087,NULL,0.248312135,26500,0.421195656
Northwood University-Texas,Cedar Hill,TX,3,2,41,445,475,NULL,20,18,21,NULL,924,0,645,0.2093,0.2729,0.245,0.014,0.0031,0,0.0062,0.045,0.2047,0.1876,NULL,12000,0.5229,0.5671,NULL,NULL,NULL,0.8244,0.3596,23474.5,260.6150727,0.785304659,0.380745607,NULL,44600,0.738241315
Oblate School of Theology,San Antonio,TX,4,2,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ocean Corporation,Houston,TX,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,360,0.4861,0.2556,0.175,0.0222,0,0.0028,0.0583,0,0,0,NULL,23447,0.6498,NULL,NULL,NULL,NULL,0.763,0.5694,9500,105.469475,0.585434174,NULL,0.754895027,46900,0.737527132
Odessa College,Odessa,TX,2,1,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,3781,0.2751,0.0428,0.57,0.0087,0.0053,0.0008,0,0.0135,0.0838,0.6398,4294,NULL,0.2691,NULL,0.5419,NULL,0.6886,0.0542,0.273,8500,94.367425,0.609550562,NULL,0.210783137,32000,0.542640984
Ogle School Hair Skin Nails-Arlington,Arlington,TX,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,212,0.3255,0.4104,0.1981,0.0142,0,0.0047,0.0377,0,0.0094,0.2972,NULL,16399,0.7787,NULL,0.709,NULL,0.6429,0.7787,0.4953,9714,107.8453137,0.459330144,NULL,0.665927484,18800,0.368600696
Ogle School Hair Skin Nails-Ft Worth,Fort Worth,TX,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,223,0.5471,0.1614,0.2242,0.0135,0,0.0045,0.0404,0,0.009,0.3498,NULL,16678,0.7136,NULL,0.6855,NULL,0.6364,0.7399,0.426,8982,99.7186131,0.47277677,NULL,0.643076325,17900,0.34533897
Our Lady of the Lake University,San Antonio,TX,3,2,11,445,460,NULL,18,18,19,NULL,882,0,1509,0.116,0.0769,0.729,0.0093,0.006,0.0007,0,0.0106,0.0517,0.1484,NULL,16080,0.5714,0.557,NULL,0.3333,NULL,0.7795,0.3029,25250,280.3267625,0.6587473,0.307836711,NULL,39200,0.638686121
The University of Texas-Pan American,Edinburg,TX,3,1,13,460,490,450,20,19,21,NULL,937,0,17200,0.0316,0.0057,0.9003,0.0113,0.0005,0.0009,0.0038,0.0207,0.0253,0.2374,2452,NULL,0.6362,0.7627,NULL,0.5782,NULL,0.424,0.1696,12993.5,144.2544867,0.726325329,0.39372252,NULL,40500,0.582191765
The University of Texas at Brownsville,Brownsville,TX,3,1,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,10379,0.0397,0.0064,0.9028,0.0057,0.0009,0.0002,0.0001,0.0419,0.0024,0.4595,7793,NULL,0.575,0.4571,NULL,0.2087,NULL,0.4499,0.2676,17709,196.6062035,0.6113091,0.251541369,NULL,29400,0.48149246
Panola College,Carthage,TX,1,1,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2699,0.6406,0.2242,0.0963,0.003,0.0048,0,0.0159,0.0152,0,0.5083,7734,NULL,0.1486,NULL,0.4371,NULL,0.3099,0.2647,0.3242,7000,77.71435,0.443037975,NULL,0.247002395,29400,0.519999981
Paris Junior College,Paris,TX,2,1,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,3964,0.7117,0.1246,0.1254,0.0078,0.0214,0.0003,0.0053,0.0033,0.0003,0.3814,6058,NULL,0.473,NULL,0.4873,NULL,0.3913,0,0.283,5250,58.2857625,0.382422803,NULL,0.245578378,26400,0.390435398
Paul Quinn College,Dallas,TX,3,2,11,400,405,435,16,14,16,12,775,0,243,0.0123,0.8683,0.1111,0,0,0,0,0.0082,0,0.1111,NULL,13197,0.7865,0.5714,NULL,0,NULL,0.8698,0.2757,PrivacySuppressed,PrivacySuppressed,0.370689655,0.023176834,NULL,29500,0.424418598
Prairie View A & M University,Prairie View,TX,3,1,32,415,430,405,18,17,19,6,845,0,6731,0.0284,0.8568,0.0588,0.0244,0.0021,0.0004,0.011,0.0126,0.0055,0.0738,9394,NULL,0.6541,0.6788,NULL,0.5,NULL,0.7982,0.118,29052,322.5367566,0.428358654,0.363462891,NULL,33600,0.536182344
Ranger College,Ranger,TX,1,1,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1738,0.6904,0.0524,0.2319,0.0058,0.0069,0,0,0.0092,0.0035,0.4684,5293,NULL,0.3681,NULL,0.4398,NULL,0.5356,0.2519,0.1601,9435,104.7478418,0.46124031,NULL,0.22386791,30300,0.440281034
Aviation Institute of Maintenance-Houston,Houston,TX,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,251,0.247,0.239,0.3705,0.0478,0.008,0,0.0159,0,0.0717,0.0199,NULL,24994,0.5267,NULL,0.6364,NULL,0,0.7557,0.49,20000,222.041,PrivacySuppressed,NULL,0.435509677,NULL,NULL
Rice University,Houston,TX,3,2,11,715,745,720,33,33,33,9,1454,0,3920,0.3944,0.0643,0.1505,0.2138,0.0015,0,0.0469,0.1145,0.014,0.0135,NULL,16730,0.1723,0.9817,NULL,NULL,NULL,0.1798,0.0048,8413,93.40154665,0.964114833,0.917568454,NULL,59900,0.752577305
Richland College,Dallas,TX,2,1,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,15979,0.2669,0.2345,0.2988,0.1381,0.004,0.001,0.0111,0.0086,0.037,0.7435,7580,NULL,0.2852,NULL,0.6643,NULL,0.5525,0.0698,0.378,PrivacySuppressed,PrivacySuppressed,0.462333826,NULL,0.16462105,36200,0.49768874
Kaplan College-McAllen,McAllen,TX,1,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,538,0.0074,0.0019,0.9888,0,0,0,0,0,0.0019,0,NULL,20534,0.4438,NULL,0.7901,NULL,NULL,0.3379,0.2704,9496,105.4250668,0.26588785,NULL,0.760783477,23600,0.32051599
Saint Edward's University,Austin,TX,3,2,11,560,560,545,24,24,24,NULL,1117,0,4077,0.4307,0.0395,0.3689,0.0275,0.0044,0.0022,0.0292,0.0824,0.0152,0.156,NULL,20191,0.344,0.8263,NULL,0.3636,NULL,0.5887,0.1705,25000,277.55125,0.839901478,0.692207871,NULL,44700,0.696363628
St Philip's College,San Antonio,TX,2,1,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,7898,0.2535,0.1146,0.5577,0.0258,0.0019,0.0013,0.0304,0.0051,0.0097,0.7986,4412,NULL,0.3204,NULL,0.4957,NULL,0.3312,0.0759,0.4119,10500,116.571525,0.577089337,NULL,0.07342887,28800,0.478630126
University of St Thomas,Houston,TX,3,2,11,540,565,536,26,26,25,7,1121,0,1529,0.3126,0.0608,0.3793,0.119,0.0026,0.0026,0.0196,0.0889,0.0144,0.1785,NULL,20025,0.3357,0.766,NULL,0.6667,NULL,0.4209,0.2494,25000,277.55125,0.798353909,0.495674093,NULL,48800,0.665803134
Sam Houston State University,Huntsville,TX,3,1,32,495,510,NULL,21,22,20,NULL,999,0,16255,0.5579,0.1793,0.1885,0.0112,0.0042,0.0015,0.0233,0.0124,0.0217,0.1782,12392,NULL,0.4338,0.7752,NULL,0.4902,NULL,0.6009,0.171,22224,246.7319592,0.777574538,0.49531699,NULL,41400,0.699527025
San Antonio College,San Antonio,TX,2,1,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,19524,0.2857,0.0659,0.5828,0.0267,0.0028,0.0016,0.0291,0.0053,0.0001,0.7323,4461,NULL,0.3175,NULL,0.5804,NULL,0.4331,0.0677,0.3444,10537.5,116.9878519,0.567879326,NULL,0.083828414,30600,0.475792408
San Jacinto Community College,Pasadena,TX,2,1,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,24775,0.2928,0.0997,0.475,0.0453,0.0017,0.0019,0.022,0.0157,0.0459,0.7095,7217,NULL,0.2953,NULL,0.6692,NULL,0.5246,0.0839,0.299,9500,105.469475,0.542593597,NULL,0.186269485,35600,0.548568964
San Jacinto College-North Campus,Houston,TX,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9500,105.469475,0.542593597,NULL,NULL,35600,0.548568964
San Jacinto College-South Campus,Houston,TX,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9500,105.469475,0.542593597,NULL,NULL,35600,0.548568964
Schreiner University,Kerrville,TX,3,2,33,485,500,470,22,21,21,7,995,0,1051,0.6213,0.0343,0.2902,0.0105,0.0019,0.001,0.0362,0.0048,0,0.0209,NULL,18154,0.4204,0.6654,NULL,NULL,NULL,0.9082,0.1061,25200,279.77166,0.767891683,0.376256634,NULL,36700,0.602179825
Seguin Beauty School-Seguin,Seguin,TX,1,3,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,48,0.3542,0.0208,0.625,0,0,0,0,0,0,0,NULL,12347,0.8553,NULL,0.6875,NULL,NULL,0.9079,0.3542,9000,99.91845,0.454545455,NULL,0.682707692,15500,0.242718443
St Mary's University,San Antonio,TX,3,2,11,520,530,498,23,22,23,NULL,1050,0,2390,0.141,0.0351,0.7247,0.0264,0.0021,0.0021,0,0.0414,0.0272,0.0448,NULL,18791,0.5144,0.7277,NULL,NULL,NULL,0.682,0.0794,26685,296.2582043,0.783505155,0.558819407,NULL,46300,0.672760487
South Plains College,Levelland,TX,2,1,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,7765,0.464,0.0747,0.4066,0.0169,0.025,0.0039,0,0.009,0,0.4005,3079,NULL,0.3219,NULL,0.4692,NULL,0.3434,0.199,0.2745,11760,130.560108,0.602084831,NULL,0.209907399,30300,0.511927783
South Texas Barber College Inc,Corpus Christi,TX,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,42,0.0952,0.0238,0.881,0,0,0,0,0,0,0.0714,NULL,2893,0.7273,NULL,0.1538,NULL,0,0.7273,0.3095,NULL,NULL,NULL,NULL,0.438197753,NULL,PrivacySuppressed
South Texas College of Law,Houston,TX,4,2,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL,NULL,PrivacySuppressed,PrivacySuppressed
South Texas Vo-Tech Institute,Weslaco,TX,1,3,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,316,0.0316,0,0.9272,0.0032,0,0,0.0063,0,0.0316,0,NULL,27740,0.8399,NULL,0.5496,NULL,NULL,0.7855,0.3196,10976,121.8561008,0.224537037,NULL,0.626249747,19100,0.264122128
South Texas Vocational Technical Institute-McAllen,McAllen,TX,1,3,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,351,0.0313,0.0028,0.9345,0,0.0057,0,0,0,0.0256,0,NULL,25949,0.6792,NULL,0.6544,NULL,NULL,0.6905,0.3191,11243,124.8203482,0.213750851,NULL,0.742744194,18900,0.240204424
Southern Methodist University,Dallas,TX,3,2,21,645,660,635,29,30,29,9,1302,0,6295,0.6556,0.055,0.1172,0.0672,0.0043,0.0011,0.0295,0.0667,0.0033,0.0284,NULL,30408,0.1735,0.8891,NULL,1,NULL,0.3247,0.0382,22500,249.796125,0.88442623,0.792912411,NULL,52200,0.7665236
Southwest School of Business and Technical Careers-San Antonio,San Antonio,TX,1,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,230,0.2391,0.1696,0.5783,0.013,0,0,0,0,0,0,NULL,17340,0.9624,NULL,NULL,NULL,NULL,0.9167,0.2609,6458,71.6970389,0.210526316,NULL,0.726038356,20000,0.208904102
Southwest School of Business and Technical Careers-South Texas,McAllen,TX,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6458,71.6970389,0.210526316,NULL,NULL,20000,0.208904102
Southwest School of Business and Technical Careers-Corpus Christi,Corpus Christi,TX,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6458,71.6970389,0.210526316,NULL,NULL,20000,0.208904102
Southwest Institute of Technology,Austin,TX,2,3,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,10,0.2,0.3,0.5,0,0,0,0,0,0,0,NULL,33659,0.5714,NULL,0.6667,NULL,NULL,0.75,0.5,PrivacySuppressed,PrivacySuppressed,0.53125,NULL,0.709123636,32600,0.486842096
Southwest Texas Junior College,Uvalde,TX,2,1,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,3872,0.0865,0.015,0.8716,0.0031,0.0111,0.0003,0.0026,0,0.0098,0.4925,6903,NULL,0.4645,NULL,0.549,NULL,0.4069,0.0834,0.185,7000,77.71435,0.543396226,NULL,0.276449322,26500,0.408419907
Southwestern Assemblies of God University,Waxahachie,TX,3,2,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1669,0.6393,0.0989,0.2061,0.0102,0.018,0.006,0.0078,0.0042,0.0096,0.1408,NULL,21158,0.5322,0.6697,NULL,0.3333,NULL,0.7516,0.21,26500,294.204325,0.704225352,0.349655011,NULL,31600,0.544090033
Southwestern University,Georgetown,TX,3,2,21,580,590,NULL,26,26,25,NULL,1168,0,1528,0.6695,0.0478,0.1898,0.0438,0.0059,0.0013,0.0196,0.0164,0.0059,0.0098,NULL,21292,0.259,0.8736,NULL,NULL,NULL,0.5244,0.0384,26564.5,294.9204072,0.906779661,0.726241341,NULL,47200,0.714285731
Stephen F Austin State University,Nacogdoches,TX,3,1,41,485,505,470,22,20,21,NULL,998,0,10715,0.5723,0.2239,0.1393,0.0093,0.0051,0.0005,0.0235,0.0077,0.0183,0.1297,18853,NULL,0.448,0.6729,NULL,0.3889,NULL,0.601,0.1122,25000,277.55125,0.705274043,0.433665777,NULL,39700,0.648852348
Texas State University,San Marcos,TX,3,1,23,510,525,490,23,22,23,7,1045,0,31005,0.5375,0.0709,0.3144,0.0184,0.003,0.0013,0.0296,0.0043,0.0206,0.1716,14104,NULL,0.3453,0.7709,NULL,0.5,NULL,0.5201,0.1514,21714.5,241.0754647,0.801822323,0.561966661,NULL,43700,0.706230044
Southwestern Adventist University,Keene,TX,3,2,31,485,475,NULL,20,23,20,NULL,949,0,715,0.2364,0.1552,0.4308,0.0476,0.0028,0.0084,0.0434,0.0699,0.0056,0.1231,NULL,18102,0.4579,0.7155,NULL,NULL,NULL,0.6212,0.22,27000,299.75535,0.731591449,0.32942,NULL,37900,0.615384638
Southwestern Christian College,Terrell,TX,2,2,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,169,0.0059,0.8639,0.0414,0,0,0.0059,0,0.0828,0,0.0828,NULL,6461,0.7184,0.5,NULL,NULL,NULL,0.5583,0.1221,11000,122.12255,0.179245283,0.2805,NULL,22500,0.382113814
Sul Ross State University,Alpine,TX,3,1,33,425,440,415,18,17,18,8,865,0,2000,0.2615,0.0695,0.624,0.0025,0.0045,0.001,0.0155,0.0045,0.017,0.3935,11064,NULL,0.6055,0.4784,NULL,0.5714,NULL,0.5858,0.306,16728,185.7150924,0.584029712,0.274172811,NULL,38000,0.604783595
Tarleton State University,Stephenville,TX,3,1,33,480,500,455,21,20,21,7,984,0,11328,0.6878,0.0994,0.1548,0.0117,0.0064,0.0026,0.0269,0.0049,0.0054,0.3079,14978,NULL,0.4114,0.6835,NULL,0.7027,NULL,0.5557,0.316,21500,238.694075,0.791642484,0.41085233,NULL,40400,0.694702804
Tarrant County College District,Fort Worth,TX,2,1,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,43464,0.4332,0.1963,0.275,0.057,0.005,0.0018,0.015,0.0078,0.0087,0.622,5983,NULL,0.3666,NULL,0.5614,NULL,0.4496,0.2465,0.368,8542,94.8337111,0.517849074,NULL,0.129768559,34300,0.539585888
Temple College,Temple,TX,2,1,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,5292,0.5217,0.2011,0.2143,0.0223,0.0077,0.0025,0,0.0004,0.03,0.6657,7194,NULL,0.7977,NULL,0.4792,NULL,0.4038,0.491,0.4363,16559,183.838846,0.473218238,NULL,0.1185818,31100,0.531680465
University of Texas Southwestern Medical Center,Dallas,TX,3,1,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,10,0.6,0.1,0,0.2,0,0,0,0.1,0,0,NULL,NULL,0.0606,NULL,NULL,NULL,NULL,0.0909,0.6,PrivacySuppressed,PrivacySuppressed,0.945454545,NULL,NULL,81500,0.964143455
The University of Texas Health Science Center at San Antonio,San Antonio,TX,3,1,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,793,0.4174,0.0555,0.3468,0.1135,0.0013,0.0025,0.0277,0.0151,0.0202,0.0681,NULL,NULL,0.2766,NULL,NULL,NULL,NULL,0.5946,0.5511,15755,174.9127978,0.925490196,PrivacySuppressed,NULL,71000,0.926590562
The University of Texas Medical Branch,Galveston,TX,3,1,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,725,0.4386,0.1172,0.189,0.1752,0.0014,0.0028,0.029,0.0152,0.0317,0.1738,NULL,NULL,0.2589,NULL,NULL,NULL,NULL,0.5547,0.531,15000,166.53075,0.919220056,NULL,NULL,68500,0.921630085
Texas State Technical College-Waco,Waco,TX,2,1,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,3699,0.5991,0.1433,0.1995,0.0092,0.0051,0.0016,0.0022,0.0005,0.0395,0.2344,8104,NULL,0.5822,NULL,0.4891,NULL,0.3,0.6388,0.3134,14000.5,155.434251,0.431756553,NULL,0.298384912,33500,0.530652106
Texarkana College,Texarkana,TX,1,1,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2884,0.5957,0.3055,0.0596,0.0094,0.0052,0.0007,0.0222,0,0.0017,0.4671,8707,NULL,0.4282,NULL,0.4978,NULL,0.3841,0.1545,0.3284,6800,75.49394,NULL,NULL,0.134325979,27200,0.389261752
Texas A & M University-Kingsville,Kingsville,TX,3,1,32,435,465,NULL,19,17,20,NULL,895,0,9400,0.206,0.0653,0.6754,0.0084,0.0028,0.001,0.0072,0.0156,0.0183,0.3176,11845,NULL,0.5427,0.6374,NULL,0.2692,NULL,0.7603,0.3335,20899,232.021743,0.648434926,0.32994508,NULL,39700,0.6436975
Texas A&M University-San Antonio,San Antonio,TX,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20899,232.021743,0.648434926,NULL,NULL,39700,0.6436975
Texas A & M University-College Station,College Station,TX,3,1,13,575,605,550,26,26,27,7,1182,0,43931,0.6791,0.0275,0.1964,0.0495,0.0029,0.001,0.0288,0.013,0.0019,0.1001,10912,NULL,0.2162,0.9143,NULL,0.8819,NULL,0.3511,0.0308,19253,213.7477687,0.918415708,0.793307221,NULL,52900,0.791183889
The University of Texas at Arlington,Arlington,TX,3,1,11,520,560,505,23,20,26,NULL,1077,0,25415,0.3964,0.147,0.2556,0.1177,0.0029,0.0022,0.0323,0.0391,0.0068,0.3741,13969,NULL,0.4039,0.7083,NULL,0.5246,NULL,0.5975,0.3526,19608,217.6889964,0.785050159,0.402693464,NULL,46400,0.716483891
The University of Texas at Austin,Austin,TX,3,1,11,610,650,615,28,29,29,8,1262,0,39323,0.4754,0.0429,0.2182,0.1792,0.0022,0.0011,0.0314,0.0465,0.0032,0.0693,15721,NULL,0.2683,0.9363,NULL,0.7679,NULL,0.4008,0.0508,22165,246.0769383,0.902402241,0.790563017,NULL,52800,0.766478062
The University of Texas at Dallas,Richardson,TX,3,1,12,610,650,NULL,28,28,29,NULL,1262,0,13042,0.4035,0.0636,0.1677,0.265,0.0021,0.002,0.0389,0.0432,0.014,0.185,11395,NULL,0.354,0.8811,NULL,0.5217,NULL,0.5766,0.2376,19500,216.489975,0.848810215,0.63370024,NULL,49500,0.745915711
The University of Texas at El Paso,El Paso,TX,3,1,11,445,475,NULL,20,18,20,NULL,923,0,19527,0.0757,0.0269,0.8281,0.0075,0.0022,0.0012,0.0061,0.0489,0.0034,0.3372,7586,NULL,0.5802,0.6989,NULL,0.4837,NULL,0.4967,0.257,18250,202.6124125,0.741521701,0.385611786,NULL,39800,0.554198444
The University of Texas at Tyler,Tyler,TX,3,1,13,515,544,500,23,23,23,7,1064,0,5338,0.6285,0.094,0.1435,0.0259,0.0032,0.0019,0.0813,0.0129,0.0088,0.2342,12259,NULL,0.3879,0.664,NULL,0.2857,NULL,0.4778,0.2792,18486,205.2324963,0.794729542,0.42438797,NULL,41600,0.719512224
Texas Chiropractic College Foundation Inc,Pasadena,TX,4,2,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,0.555555556,NULL,NULL,PrivacySuppressed,PrivacySuppressed
